date,1001_PM,1002_PM,1004_PM,1005_PM,1008_PM,1009_PM,1011_PM,1012_PM,1039_PM,1040_PM,1041_PM,BS_PM,BK_PM,RS_PM,MP_PM,1001_NO2,1002_NO2,1004_NO2,1005_NO2,1008_NO2,1009_NO2,1011_NO2,1012_NO2,1039_NO2,1040_NO2,1041_NO2,BS_NO2,BK_NO2,RS_NO2,MP_NO2,1001_O3,1002_O3,1004_O3,1005_O3,1008_O3,1009_O3,1011_O3,1012_O3,1039_O3,1040_O3,1041_O3,BS_O3,BK_O3,RS_O3,MP_O3
5/7/2022,4.365141,4.866736,3.827536,NA,3.992164,4.135403,3.715143,NA,4.00715,3.97420782,NA,2.3085633,2.9794763,3.3229299,3.2593772,24.25563569,23.1493216,24.72511318,NA,24.21571687,24.12612931,19.85767074,NA,24.19610452,23.89650257,NA,16.295652,9.865217,16.485,19.032609,33.16747753,31.19120193,36.74093847,NA,36.89502811,32.98703563,37.67646623,NA,45.92031107,39.54233332,NA,34.190129,34.159792,36.838958,31.369375
5/8/2022,3.867774,3.865393,3.182197,NA,3.435857,3.627503,3.202329,NA,3.286787,3.17873204,NA,1.5804533,1.5815994,1.9703258,1.7681529,22.89811183,19.81475636,15.06756631,NA,12.54415865,16.61049217,10.83294033,NA,10.8945539,14.19582019,NA,14.493478,8.741667,17.736667,9.253333,23.94798701,30.7888795,29.66516296,NA,30.40344227,28.60010072,32.30030016,NA,39.72979298,31.36089031,NA,34.26615,31.417708,37.494583,32.558125
5/9/2022,4.948399,4.840605,3.918653,NA,4.078,4.318304,3.671643,NA,4.133498,4.09099531,NA,4.2200425,4.5547063,3.733405,2.3336164,26.19646707,23.59931062,21.62996137,NA,20.22046822,24.82933648,15.89788339,NA,21.12299578,19.87478637,NA,18.333333,14.901667,21.101667,10.653333,20.16553887,25.94645205,21.18417671,NA,22.50069797,17.00840142,25.87845394,NA,33.56482358,23.8087494,NA,26.459071,23.763542,28.713542,24.833125
5/10/2022,5.344109,5.022691,4.423215,NA,4.290666,4.463753,3.970465,NA,4.632529,4.34814442,NA,4.4161222,4.061533,3.8195329,5.4483434,23.44360921,17.61597953,15.66398536,NA,15.02944235,17.54546758,13.06078,NA,15.16503586,15.52930497,NA,14.01087,11.81087,19.598333,7.718333,15.02774962,23.39681775,21.59830265,NA,22.64291781,20.97481043,26.24873827,NA,27.80661249,21.68485508,NA,28.387265,26.072917,31.57,27.805631
5/11/2022,4.975073,4.850882,4.132827,NA,3.950591,4.821676,3.738808,NA,4.296711,3.98149266,NA,2.9204674,2.6264685,3.6296532,4.2256374,21.2725958,20.10156786,18.15025129,NA,17.57256807,22.35470475,16.05974017,NA,18.31003223,18.09751171,NA,14.956667,13.143333,19.680435,9.731667,21.87653257,25.68388108,25.59187799,NA,25.91528867,22.61885773,27.8718078,NA,34.25801999,26.68240947,NA,32.736042,30.235,37.469167,30.090625
5/12/2022,3.924121,3.909266,3.259451,NA,3.144911,3.482528,2.860199,NA,3.47816,3.21634776,NA,1.6680113,1.9661713,1.5730361,2.329724,24.62743525,16.26798357,13.5601569,NA,15.15898688,22.86311453,8.297238111,NA,11.18201505,12.54780428,NA,12.916667,9.395,14.458333,10.606667,26.02664138,29.25631762,30.40946789,NA,28.75165432,29.3894276,32.47811974,NA,33.58436519,30.65890692,NA,34.835841,33.375417,40.4775,32.419792
5/13/2022,4.998722,7.102496,4.410869,NA,4.136346,4.442893,3.944139,NA,4.852054,4.39582475,NA,2.9026773,3.8056617,2.4231423,3.2772116,22.11246234,22.45081193,18.71347477,NA,17.04485395,22.08457282,14.56447264,NA,18.44433549,18.5308669,NA,20.310204,11.44902,13.626667,10.463333,19.78088399,24.2724306,21.48095607,NA,27.54858374,27.67779087,25.74944465,NA,31.1824946,21.89801958,NA,36.664375,31.251042,41.503958,29.902917
5/14/2022,4.201721,4.787275,3.716961,NA,3.616814,3.755229,3.195578,NA,3.939842,3.89402077,NA,3.6373494,1.3694268,5.9354565,1.9557679,21.28454462,20.60739704,15.74871378,NA,14.32853031,15.47254106,11.97953433,NA,16.30414439,15.61869877,NA,9.698333,9.248333,16.1,5.27,13.91984038,21.02118289,19.46247569,NA,20.33043985,21.87841687,23.12125367,NA,22.85768931,19.34172833,NA,31.225107,26.745991,25.954375,26.368125
5/15/2022,3.684403,3.613163,3.106691,NA,2.623885,2.902726,2.360306,NA,3.123199,2.8646466,NA,5.0601983,1.0474876,6.5057325,3.7845718,21.84930987,19.4574267,17.8772842,NA,16.90575953,18.30002501,12.32242766,NA,15.27072662,16.77999928,NA,9.353333,12.193333,25.81,17.361667,13.89387521,18.53634906,15.5166493,NA,18.66202053,20.30182356,22.18972664,NA,22.19925896,15.84494758,NA,27.05885,27.274792,22.120417,23.968396
5/16/2022,3.448436,3.358158,2.810448,NA,2.948377,3.269748,2.612375,NA,3.059826,2.79212322,NA,4.1490085,1.7834395,3.6755131,4.1755839,22.8268213,23.30619582,20.41086744,NA,18.33169142,20.94952991,19.50704124,NA,18.52852922,21.03231503,NA,19.393333,14.311667,9.641667,18.653333,27.20243078,39.00927793,34.70733833,NA,36.65999431,32.49332026,40.28712543,NA,44.53281764,35.66076491,NA,40.882917,39.19,43.999792,39.14375
5/17/2022,5.923317,4.836115,4.379502,NA,4.308792,4.498151,4.000428,NA,4.686644,4.29259901,NA,3.4747518,3.6145789,3.1122435,4.0576787,25.6157643,22.09420265,15.7341974,NA,16.01169078,18.38480312,18.67254152,NA,19.09676937,16.24296796,NA,22.256522,9.306522,19.07,7.83,31.81519017,34.53593156,35.30381789,NA,35.01561155,26.42205756,37.99951817,NA,41.67914805,37.16798995,NA,39.20375,38.059167,42.700625,35.282083
5/18/2022,3.6773,3.723337,3.284331,NA,3.389611,3.440061,3.089801,NA,3.389928,3.42184041,NA,2.4316312,2.8421798,2.3280652,2.7233546,18.46122046,15.35343687,10.9370657,NA,11.45226326,14.84416057,8.252181,NA,9.199315487,10.66228897,NA,5.608333,6.661667,15.271739,8.46,36.35454739,38.94830607,40.09663342,NA,40.13534042,37.46707346,42.20031785,NA,50.1728125,41.90826907,NA,41.703958,40.71125,44.559081,36.905208
5/19/2022,3.280648,3.30766,2.671018,NA,2.966967,2.99569,2.803794,NA,2.874075,2.80640043,NA,2.3391643,2.9433121,3.3541401,2.8323425,21.55895903,21.06395646,17.54785205,NA,16.64855617,19.64993386,14.47077624,NA,15.20324778,17.74210171,NA,17.826667,14.945,16.403333,16.86,30.65549241,32.09827475,31.83156388,NA,32.81299362,29.10013037,35.91731348,NA,38.41956523,34.1338066,NA,34.714583,30.635208,36.067453,31.187917
5/20/2022,4.463047,4.251073,3.439501,2.196369,3.637514,3.778534,3.311057,1.351664,3.948142,3.42105658,NA,4.2651064,5.1850672,4.5496108,4.0700637,32.87435457,28.10444043,24.21351761,20.99825982,20.74216371,26.81348227,20.89787537,34.13614494,22.98577629,22.44883455,NA,11.126667,11.528814,22.908696,15.443333,19.72316036,26.70463421,24.77377299,55.60155993,25.54093506,19.28402563,29.36736443,9.598541798,38.20423706,28.5065126,NA,28.25125,26.068542,29.860625,27.663542
5/21/2022,4.765025,4.372767,3.731129,3.491088,3.904222,4.115458,3.409317,2.770803,4.396235,3.68128604,NA,5.5021262,4.158811,4.2268224,5.3226629,24.54222973,23.31818163,23.74757635,22.16535095,24.40805056,24.12412752,22.08120583,30.0273958,23.1529513,21.12660872,NA,23.01087,18.638333,17.556667,23.573333,24.0527882,31.93557725,31.51266836,36.10981623,31.81551465,25.93467614,34.36323005,20.59545171,48.72343876,32.32102633,NA,33.42897,29.041042,35.934375,27.474113
