date,1001_PM,1002_PM,1004_PM,1005_PM,1008_PM,1009_PM,1011_PM,1012_PM,1039_PM,1040_PM,1041_PM,BS_PM,BK_PM,RS_PM,MP_PM,1001_NO2,1002_NO2,1004_NO2,1005_NO2,1008_NO2,1009_NO2,1011_NO2,1012_NO2,1039_NO2,1040_NO2,1041_NO2,BS_NO2,BK_NO2,RS_NO2,MP_NO2,1001_O3,1002_O3,1004_O3,1005_O3,1008_O3,1009_O3,1011_O3,1012_O3,1039_O3,1040_O3,1041_O3,BS_O3,BK_O3,RS_O3,MP_O3
5/22/2022,5.132449,4.172433,3.881354,3.368372,4.020481,3.967279,3.362231,2.569494,3.732654,3.4420447,NA,4.8390658,4.8059448,5.1313517,4.4815287,27.67418559,21.38820089,24.58553935,20.22131496,21.32359086,28.71523714,20.14449058,25.22974651,20.89770936,23.47381122,NA,14.169565,14.403333,18.356667,19.85,22.20490463,30.19123593,28.40966824,35.87263051,29.67822737,26.48336349,32.59471342,16.03824586,47.24275686,27.41399204,NA,37.459071,34.002917,35.144583,33.614583
5/23/2022,5.72168,5.174096,4.959652,4.257893,5.096474,4.826134,4.404129,2.686803,4.64776,4.84546879,4.13094,6.9725407,6.2353857,7.4973107,5.1573248,25.92212924,26.05408101,23.51108427,22.29621212,23.1344701,36.02125204,18.57109987,32.49211647,15.73976369,22.5037134,27.89285209,14.681667,13.217391,17.211667,13.506667,25.27500987,30.72099181,28.10214756,31.77956737,28.54998266,25.73853822,32.56314252,17.86112424,42.5078503,29.14714081,45.93051919,35.475417,31.991875,36.845208,35.306042
5/24/2022,6.072137,5.529302,5.095618,4.491278,5.461937,5.152102,4.403892,3.79233,5.050835,4.98303765,5.301982,6.2309659,5.7065434,4.6037509,4.6024823,22.34951875,19.48931217,16.20603068,18.64638717,31.07503011,20.35013412,12.81050012,23.66212773,14.16651892,18.41536529,17.41854734,14.595,11.883333,10.32,13.725,25.14212483,27.62181099,28.12529255,27.77024509,26.84508629,21.5341151,31.85787557,14.13773434,39.21820407,30.3900318,34.93150647,30.015487,30.148542,30.968,26.595417
5/25/2022,5.157784,4.691948,3.631187,3.242073,3.752954,3.705115,3.349748,2.93703,3.687929,NA,4.139581,4.1896552,3.1838527,3.7395668,3.4087757,22.69975252,24.85071837,15.55743793,17.53542411,16.54227414,19.54829465,14.6541006,29.95428777,11.81455858,15.09216673,20.28306458,12.22,9.976667,14.94,10.021667,19.31407413,22.38359368,23.68032076,29.99356996,26.00576753,22.27884059,28.04798236,18.74695874,41.59057357,27.23534453,32.2357265,28.362679,26.071934,29.659101,24.660833
5/26/2022,5.3986,5.670813,4.679352,4.202471,4.589058,5.063926,4.180015,3.858469,5.302483,NA,4.958334,7.4492569,4.8418259,5.6236377,2.3858375,27.78534669,24.66014391,21.77143935,19.00902938,21.30409599,34.53949958,17.00803165,25.60441705,17.96336396,21.80096154,23.25306668,16.435,24.78,17.931667,18.188333,9.218872609,12.66002703,12.0594387,17.41224068,14.91637142,13.63422653,15.89052429,9.572085681,20.87916735,12.09227664,19.91212638,24.638717,26.100833,21.536875,22.255
5/27/2022,3.079921,3.290721,2.556286,2.096287,2.648071,2.860892,2.326732,1.772363,2.585402,NA,2.693974,3.8053786,1.2694405,3.0645435,2.2113234,23.68738571,20.65823473,13.90983845,16.13594652,14.54081806,23.41397632,15.55182715,25.44765514,17.03814839,14.44100555,18.54891242,14.28913,10.416667,10.445652,10.126667,30.57083817,32.76560024,33.58336006,35.07977862,33.88662357,26.28146533,36.52750505,31.27470444,47.60803899,36.50294492,42.89025235,37.492708,35.349359,39.377083,31.487292
5/28/2022,3.808612,3.994863,3.052721,2.733426,3.262203,3.476272,2.964626,2.412153,3.306763,NA,3.181793,2.1377212,1.3765747,2.1473461,3.052017,22.75596342,24.05957818,20.2850945,22.20562632,20.50611204,25.37251263,16.3530765,25.34735768,18.80472059,20.14906573,20.13421882,15.056667,17.791667,17.776087,15.04,27.49450209,31.08955938,30.76772935,35.98546286,31.15954689,28.91639652,34.49640785,29.07888174,43.58969068,32.21636188,38.68993201,34.090044,26.989167,42.802292,28.269375
5/29/2022,5.119257,4.7975,4.346418,3.98567,4.560918,4.477679,3.865175,3.076064,4.619428,NA,4.632852,5.8819149,4.0098372,4.0321302,3.8883935,32.51774499,15.11288827,14.31642756,12.66921243,11.59278074,14.36656295,11.84602127,17.90907154,11.02815995,15.99672783,16.58463558,14.911111,9.996491,12.926087,6.546667,22.57994848,33.03087389,27.06067104,34.40032171,31.16740247,28.83059376,34.38107647,28.24878417,41.72354495,28.67314656,35.95118548,31.202655,27.25125,33.586667,29.000833
5/30/2022,6.015325,6.481934,5.294827,4.836767,5.470702,5.562494,4.774363,4.336086,5.592248,NA,6.053695,8.1117021,4.996603,6.2195329,3.7669498,21.34057849,23.11509808,22.0860646,22.3912138,19.00697718,23.69993249,17.38863388,21.70061912,17.62986111,19.43557783,22.23107456,15.035,21.638333,8.395,16.925,13.40504059,19.0612387,16.66245986,17.74802328,17.65444975,19.70756761,21.51760062,14.03690773,25.79456283,17.13806066,25.10207494,24.470575,20.358962,29.566042,20.338915
5/31/2022,5.742237,6.235323,4.840188,4.716936,5.266889,5.554753,4.643709,3.565546,5.459601,NA,5.11273,6.5607371,4.7275301,6.642109,5.3346445,27.74370256,26.00861007,23.75227613,26.32013426,24.33737611,29.51068915,23.29392034,30.65557277,21.03997134,23.26075477,26.96338149,18.855,20.061667,17.086667,18.211667,20.66933269,24.39521263,23.71015345,29.89419589,22.36545486,16.29382154,28.0567607,26.33777328,38.33509857,25.39310071,32.04984688,22.319469,19.095833,26.471667,20.982083
6/1/2022,5.563484,5.089989,4.440764,3.960446,4.474895,4.718764,3.948709,3.302928,4.599815,NA,5.253258,5.4148017,4.7745223,5.3865534,3.8932767,26.71688959,28.63813936,25.19307965,25.65499063,24.26067487,30.64911998,23.24392852,28.4654984,23.01596357,22.61287347,26.64023237,20.841667,19.463333,15.861667,26.725,9.539231576,25.27647648,15.59678712,23.97160093,19.13308151,9.800314224,23.67513094,23.18340695,30.2908304,17.29521396,24.96398965,22.382708,19.268333,22.589167,17.084792
6/2/2022,4.761561,4.428853,3.749386,3.457345,4.012351,4.161763,3.445113,2.586944,3.854333,NA,3.603351,7.3880396,5.4220099,6.2399858,4.2336164,26.54764077,24.87588026,21.8929542,22.58494487,21.04897513,26.66219408,19.41644037,28.76184697,20.39778294,21.03542557,22.14923644,17.678261,16.403333,26.491667,20.871667,22.96279651,30.42698293,24.12642463,33.25750022,25.46841801,18.79309439,31.38498535,32.17024339,44.38755911,28.1976929,40.75673924,26.666042,29.188125,31.874792,27.972292
6/3/2022,4.857741,4.296866,3.238744,2.855867,3.269419,3.408348,2.721253,2.668014,4.727179,NA,3.711316,4.6870488,3.768436,4.6251238,2.6707714,21.31521752,20.45928068,17.28011547,14.67957582,14.71806862,20.87969706,11.21129225,19.90814264,13.14329984,15.11158009,17.17870319,13.18,13.245,19.723913,10.558333,20.88318851,25.64854061,22.45175018,28.13370336,25.62393205,27.50786799,29.23059987,26.03700627,20.99554825,27.33973269,34.43176385,27.427876,25.837292,25.428542,29.68625
6/4/2022,3.570779,2.936724,1.957769,1.68275,1.940615,2.12345,1.709864,1.734375,NA,NA,2.182453,2.7045294,2.668719,1.8501769,2.0072895,23.95616416,24.63963799,15.30689108,17.12969354,15.57471567,18.61022859,13.40569704,25.90639863,NA,18.52717113,19.7328393,6.597826,9.215217,13.026667,9.45,21.38832889,27.91988947,24.79970808,29.3114352,30.16380521,31.87966136,30.12986221,30.32178333,NA,28.27277394,35.77545033,33.833763,30.320833,33.002083,33.193542
6/5/2022,2.530059,2.392618,1.72888,1.521125,1.691513,1.878711,1.376241,1.456321,3.607376,NA,1.841846,2.4554848,2.0966737,4.0667374,1.636518,21.33412828,18.90816272,12.28605081,11.99927638,11.17795789,15.31410354,10.13767705,19.50277493,9.079769118,11.72832714,14.09298901,6.284783,6.913333,8.098333,18.07,20.07213721,24.69204626,23.28717776,24.29268983,26.17275809,24.22393598,29.18597392,21.56789946,31.50335781,28.32656463,33.49229727,25.281858,24.244583,25.726042,27.350208
6/6/2022,3.754212,3.173145,2.576646,2.149031,2.900502,3.025526,2.416131,1.795169,2.73295,NA,2.764542,1.8963199,2.6117481,1.7636235,2.5844303,21.54416335,22.16703002,16.87006253,17.61456772,17.19262187,19.35636225,13.54719755,28.26110494,16.58484328,14.21843599,16.24947021,13.795652,8.625,17.286667,7.806667,19.81413384,25.0405308,22.85649472,33.46160094,24.30597104,22.32266195,27.65635262,33.51823278,42.57345583,26.81483087,31.72136842,23.7325,22.120833,26.46308,23.095833
6/7/2022,4.22242,3.911716,3.815065,3.317884,3.612224,4.197099,3.217131,2.779185,3.725181,NA,3.494366,4.9914894,4.8641189,3.354494,2.6380042,24.72738228,25.9176918,20.24060158,22.17957535,21.59247165,25.29251593,17.91132692,27.71060783,16.71793997,20.23347584,20.13098077,22.271739,19.691667,20.066667,13.468333,18.58131227,24.85810111,16.03937993,22.86736909,20.20540119,12.09706057,23.68264735,23.5816534,33.27057329,19.39709625,28.32314349,19.371667,17.680208,26.230833,21.666458
