time,R1001,R1002,R1004,R1005,R1008,R1009,R1011,R1012,R1039,R1040,R1041,BS,BK,RS,MP
7/29/2022,25.94333714,41.7728448,29.73641193,46.72508119,35.71006052,32.03985018,42.75935538,13.01598558,NA,41.85856369,43.37297284,42.02875,50.866667,39.488333,42.231667
7/30/2022,22.57588,42.67735801,38.20952828,53.93365169,34.77592174,36.91050874,42.005331,14.14296462,NA,36.80754339,41.39519652,51.931974,50.014792,37.864167,42.979583
7/31/2022,17.83958424,35.45109555,30.78219458,47.86981124,30.49805134,32.95285518,33.53052381,11.74400686,NA,34.42159877,39.59467914,39.446239,41.398542,34.817708,36.7475
8/1/2022,15.9013578,26.15661656,29.95375839,38.46194161,27.58113754,24.28369288,34.05266385,10.35955067,NA,23.22780919,24.91501281,20.135619,20.892034,23.524583,20.861875
8/2/2022,20.72106348,28.53688984,29.8073977,37.07009807,29.6252424,27.28137411,36.37514675,10.37951957,NA,25.77828531,27.32452427,26.189823,22.9175,27.706458,25.402708
8/3/2022,22.6000983,24.12727518,23.89907726,24.21571128,25.90063565,22.53025231,31.10439889,10.29654304,NA,23.01141508,27.59640843,23.736458,24.513542,25.209451,20.466042
8/4/2022,20.67936098,27.84437693,31.37056387,36.0964916,28.34714926,28.19226929,33.0128145,11.1245699,NA,29.74983032,27.17883687,24.416274,26.242697,27.905,24.876042
8/5/2022,NA,23.76605739,25.77224832,28.24023599,23.77983144,25.23171088,29.04525865,10.77514548,NA,25.85022296,26.08346171,21.498333,15.95141,22.35625,17.246458
8/6/2022,NA,31.2347282,30.16300866,38.09557027,26.02154218,27.20998966,30.79796179,12.52180958,NA,29.06841221,36.65683956,21.435622,19.512708,18.591667,16.076875
8/7/2022,NA,31.15884545,28.72832237,32.49683136,20.18687918,20.93345577,25.34950921,13.60540869,NA,28.54231611,32.19919642,26.676327,19.526875,20.68625,19.107917
8/8/2022,NA,28.86262267,26.94899974,32.64240481,19.65966437,16.73868754,24.28817622,12.37227319,NA,25.91368487,26.82451626,24.452292,22.2625,23.399375,25.313363
8/9/2022,NA,28.53429871,34.08195632,39.23253231,30.32298737,21.28149912,36.13949152,11.3449844,NA,32.47718696,30.40174485,32.376549,29.8175,28.714375,24.463333
8/10/2022,NA,23.16042824,21.95613387,26.50580593,22.62260192,26.82725461,31.3896151,9.457177965,NA,22.25464216,27.5258542,21.830973,21.709167,21.721667,21.860833
8/11/2022,NA,31.6981118,28.52453367,32.33721672,27.54898286,23.18251814,32.71096838,11.37639655,NA,25.10334975,44.65985507,28.278523,26.627083,30.098333,24.15125
8/12/2022,NA,32.42667748,39.71273581,42.71236137,35.11877358,31.89690001,40.92771861,15.23150824,NA,36.472162,34.61576398,28.39823,29.969792,29.708542,30.312083
8/13/2022,NA,28.82639766,27.67797188,31.47346535,29.33794842,31.61814858,32.89006466,13.71303204,NA,27.95681853,32.20711611,32.222318,28.952292,34.551667,29.068958
8/14/2022,NA,32.95224305,33.25387481,34.89616531,28.44944286,26.83339068,33.00039517,23.6875731,NA,30.56549815,49.25646312,33.932743,30.3325,33.897917,29.9
8/15/2022,NA,30.38361874,34.85007391,39.30515101,27.9489713,21.65258568,36.84445756,22.42841662,NA,31.04890455,39.15489543,28.892469,30.589006,34.640833,28.05375
8/16/2022,NA,35.67308057,38.3596839,42.10683662,31.97946179,22.63282,37.15469239,25.22221757,NA,31.31497767,47.17827335,22.718333,29.669375,28.780625,21.605
8/17/2022,NA,33.39264726,34.80391137,35.49211154,25.52048793,25.80055515,31.35760806,18.81612468,NA,32.15184927,39.82088791,25.725208,27.59375,21.472766,17.628542
8/18/2022,NA,30.27974954,30.20545276,34.27364836,20.33045309,20.28537361,27.95343356,18.94540762,NA,30.71956258,30.0059851,26.196767,25.700625,20.153958,21.519583
8/19/2022,NA,19.34879607,19.7384224,26.55020318,17.61889947,14.99587139,25.02736236,9.172093257,NA,16.35872663,17.41356637,29.416372,30.524792,21.248542,16.624583
8/20/2022,NA,28.04887659,26.08996606,29.44133885,22.84633645,23.90445238,29.35356601,10.33518041,NA,27.20388448,33.22619767,23.525221,21.990625,21.996667,17.3225
8/21/2022,NA,21.57900357,21.3820991,30.69742772,22.18219633,22.12695162,30.03586454,9.870793853,NA,22.96611906,30.95398339,21.984292,22.016875,24.55,16.865208
8/22/2022,NA,30.27020869,29.87029029,32.5407081,24.3588905,20.87861538,30.23709731,12.79475873,NA,29.9308254,21.6144757,27.03031,25.48125,26.077083,28.700625
8/23/2022,NA,32.44699444,22.35305803,25.15679685,25.37615847,17.70149823,27.96988787,10.82312726,NA,22.06703228,8.464333397,25.296458,24.72375,24.672083,22.61375
