DATE,09/14/23 20:48:15,CO,2248.64,NO,6.55,NO2,7.56,O3,-5.91,CO2,582,T,21.50,RH,52.50,PM1.0,4.98,PM2.5,5.99,PM10,6.47,WD,46.80,WS,0.00,BATT,4.21,CHRG,219.10,RUN,83.77,SD,1,RAW,-225,1251,34,44,0,-4,0,-7,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
DATE,09/14/23 20:48:30,CO,2250.59,NO,8.23,NO2,7.51,O3,-6.52,CO2,596,T,21.50,RH,52.50,PM1.0,4.56,PM2.5,6.00,PM10,6.20,WD,46.80,WS,0.00,BATT,4.21,CHRG,217.48,RUN,82.16,SD,1,RAW,-225,1251,33,45,0,-4,0,-7,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
DATE,09/14/23 20:48:45,CO,2250.03,NO,9.19,NO2,7.17,O3,-7.02,CO2,591,T,21.50,RH,52.50,PM1.0,4.23,PM2.5,6.00,PM10,6.08,WD,46.45,WS,0.00,BATT,4.21,CHRG,217.48,RUN,82.16,SD,1,RAW,-225,1251,32,45,0,-4,-1,-7,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
DATE,09/14/23 20:49:00,CO,2255.97,NO,7.04,NO2,6.91,O3,-7.80,CO2,608,T,21.40,RH,52.50,PM1.0,4.10,PM2.5,5.81,PM10,5.85,WD,46.80,WS,0.00,BATT,4.21,CHRG,217.48,RUN,82.16,SD,1,RAW,-226,1252,34,45,0,-3,-1,-7,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
DATE,09/14/23 20:49:15,CO,2260.89,NO,5.71,NO2,6.56,O3,-7.52,CO2,590,T,21.50,RH,52.60,PM1.0,4.29,PM2.5,6.17,PM10,6.37,WD,46.80,WS,0.00,BATT,4.21,CHRG,217.48,RUN,82.16,SD,1,RAW,-228,1251,35,45,0,-3,-1,-7,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
DATE,09/14/23 20:49:30,CO,2256.03,NO,2.76,NO2,6.34,O3,-7.53,CO2,601,T,21.50,RH,52.60,PM1.0,4.70,PM2.5,6.21,PM10,6.30,WD,46.45,WS,0.00,BATT,4.21,CHRG,220.71,RUN,83.77,SD,1,RAW,-227,1251,37,43,0,-3,0,-7,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
DATE,09/14/23 20:49:45,CO,2255.38,NO,2.76,NO2,6.14,O3,-7.56,CO2,581,T,21.40,RH,52.60,PM1.0,4.87,PM2.5,6.53,PM10,6.56,WD,46.45,WS,0.00,BATT,4.21,CHRG,217.48,RUN,88.60,SD,1,RAW,-227,1249,37,43,0,-3,0,-7,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
DATE,09/14/23 20:50:00,CO,2259.90,NO,4.21,NO2,6.23,O3,-8.33,CO2,602,T,21.40,RH,52.60,PM1.0,4.51,PM2.5,6.22,PM10,6.24,WD,46.45,WS,0.00,BATT,4.21,CHRG,217.48,RUN,82.16,SD,1,RAW,-228,1250,37,45,0,-3,-1,-7,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
DATE,09/14/23 20:50:15,CO,2263.69,NO,8.10,NO2,6.46,O3,-7.53,CO2,621,T,21.40,RH,52.60,PM1.0,3.34,PM2.5,5.66,PM10,5.66,WD,46.45,WS,0.00,BATT,4.21,CHRG,217.48,RUN,82.16,SD,1,RAW,-229,1249,34,46,0,-3,-1,-7,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
DATE,09/14/23 20:50:30,CO,2266.26,NO,8.29,NO2,6.84,O3,-7.68,CO2,610,T,21.40,RH,52.60,PM1.0,3.44,PM2.5,5.96,PM10,6.40,WD,46.80,WS,0.00,BATT,4.21,CHRG,217.48,RUN,83.77,SD,1,RAW,-230,1248,34,47,0,-3,-1,-7,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
