DATE,09/13/23 20:49:00,CO,2399.17,NO,5.21,NO2,9.90,O3,-1.66,CO2,612,T,21.60,RH,58.30,PM1.0,1.37,PM2.5,2.33,PM10,2.33,WD,36.95,WS,0.00,BATT,4.21,CHRG,219.10,RUN,82.16,SD,1,RAW,-229,1369,36,45,0,-8,-1,-11,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
DATE,09/13/23 20:49:15,CO,2402.49,NO,3.64,NO2,8.85,O3,-2.82,CO2,621,T,21.60,RH,58.30,PM1.0,1.16,PM2.5,2.14,PM10,2.14,WD,36.95,WS,0.00,BATT,4.21,CHRG,219.10,RUN,83.77,SD,1,RAW,-229,1371,37,45,0,-7,-1,-10,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
DATE,09/13/23 20:49:30,CO,2408.22,NO,2.01,NO2,8.09,O3,-3.60,CO2,608,T,21.60,RH,58.20,PM1.0,1.32,PM2.5,2.06,PM10,2.06,WD,36.95,WS,0.00,BATT,4.21,CHRG,217.48,RUN,83.77,SD,1,RAW,-230,1373,38,44,0,-6,0,-10,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
DATE,09/13/23 20:49:45,CO,2406.63,NO,0.79,NO2,6.83,O3,-6.93,CO2,622,T,21.60,RH,58.00,PM1.0,1.27,PM2.5,2.03,PM10,2.03,WD,36.95,WS,0.00,BATT,4.21,CHRG,217.48,RUN,83.77,SD,1,RAW,-229,1375,39,43,0,-4,-1,-8,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
DATE,09/13/23 20:50:00,CO,2412.46,NO,1.25,NO2,5.24,O3,-8.90,CO2,609,T,21.60,RH,57.80,PM1.0,1.26,PM2.5,2.45,PM10,2.45,WD,36.95,WS,0.00,BATT,4.21,CHRG,217.48,RUN,82.16,SD,1,RAW,-230,1377,39,44,0,-1,-1,-7,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
DATE,09/13/23 20:50:15,CO,2414.53,NO,3.54,NO2,4.33,O3,-10.64,CO2,600,T,21.60,RH,57.40,PM1.0,0.67,PM2.5,1.75,PM10,1.75,WD,36.95,WS,0.00,BATT,4.21,CHRG,217.48,RUN,88.60,SD,1,RAW,-230,1378,38,46,0,0,-1,-6,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
DATE,09/13/23 20:50:30,CO,2422.65,NO,4.64,NO2,3.24,O3,-12.16,CO2,588,T,21.60,RH,57.20,PM1.0,0.42,PM2.5,1.02,PM10,1.02,WD,36.95,WS,0.00,BATT,4.21,CHRG,220.71,RUN,85.38,SD,1,RAW,-232,1378,38,48,0,0,-1,-5,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
DATE,09/13/23 20:50:45,CO,2428.22,NO,3.66,NO2,2.81,O3,-12.63,CO2,612,T,21.60,RH,56.90,PM1.0,0.18,PM2.5,0.43,PM10,0.43,WD,36.95,WS,0.00,BATT,4.21,CHRG,217.48,RUN,90.22,SD,1,RAW,-234,1376,39,47,0,1,-1,-5,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
DATE,09/13/23 20:51:00,CO,2433.40,NO,2.21,NO2,3.05,O3,-12.04,CO2,604,T,21.60,RH,56.70,PM1.0,0.65,PM2.5,1.20,PM10,1.20,WD,36.95,WS,0.00,BATT,4.21,CHRG,217.48,RUN,83.77,SD,1,RAW,-236,1374,40,46,0,1,0,-5,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
DATE,09/13/23 20:51:15,CO,2439.67,NO,3.23,NO2,2.95,O3,-12.22,CO2,599,T,21.60,RH,56.60,PM1.0,0.28,PM2.5,1.08,PM10,1.08,WD,36.95,WS,0.00,BATT,4.21,CHRG,217.48,RUN,83.77,SD,1,RAW,-238,1374,38,46,0,1,-1,-5,STAT,6b,0,f0,LAT,0.00000,LON,0.00000
